,Carrier,Dep Arpt,Arr Arpt,Gate Time,Dir,Slack,Gate Dep Dly,Gate Arr Dly,Carrier Delay
7,SWA,DEN,MDW,6:07,Out,13,7,28,7
7,SWA,DEN,HOU,6:09,Out,14,0,0,0
7,SWA,DEN,BNA,6:33,Out,15,0,0,0
7,SWA,DEN,LAS,7:01,Out,16,0,0,0
7,SWA,MSP,DEN,7:07,In,15,1,0,0
7,SWA,OKC,DEN,7:07,In,14,0,2,0
7,SWA,ATL,DEN,7:22,In,13,0,0,0
7,SWA,DEN,SLC,7:33,Out,14,0,0,0
7,SWA,MCI,DEN,7:33,In,13,1,0,0
7,SWA,BOI,DEN,7:36,In,12,0,0,0
7,SWA,MDW,DEN,7:37,In,11,0,2,0
7,SWA,DEN,LAX,7:41,Out,12,1,0,0
7,SWA,STL,DEN,7:49,In,11,0,0,0
7,SWA,IND,DEN,7:50,In,10,6,0,0
7,SWA,OMA,DEN,7:50,In,9,2,0,0
7,SWA,CMH,DEN,7:52,In,8,0,2,0
7,SWA,DTW,DEN,7:53,In,7,1,3,0
7,SWA,SLC,DEN,7:53,In,6,0,0,0
7,SWA,PIT,DEN,8:07,In,5,1,7,0
7,SWA,PHL,DEN,8:12,In,4,2,0,0
7,SWA,DEN,PHX,8:14,Out,5,4,2,0
7,SWA,ABQ,DEN,8:19,In,4,0,0,0
7,SWA,DEN,MCO,8:21,Out,5,11,0,0
7,SWA,DEN,MDW,8:21,Out,6,106,100,0
7,SWA,DEN,MDW,8:22,Out,7,42,23,22
7,SWA,BNA,DEN,8:27,In,6,1,7,0
7,SWA,DEN,OAK,8:27,Out,7,2,1,0
7,SWA,DEN,SMF,8:29,Out,8,4,0,0
7,SWA,DEN,ONT,8:31,Out,9,6,6,0
7,SWA,DEN,PDX,8:33,Out,10,8,0,0
7,SWA,DEN,SAN,8:34,Out,11,4,0,0
7,SWA,DEN,BUR,8:37,Out,12,12,10,0
7,SWA,PHX,DEN,8:39,In,11,0,0,0
7,SWA,MHT,DEN,8:44,In,10,0,0,0
7,SWA,DEN,LAS,8:46,Out,11,1,0,0
7,SWA,DEN,SEA,8:51,Out,12,21,7,0
7,SWA,HOU,DEN,8:54,In,11,1,9,0
7,SWA,DEN,BOI,8:55,Out,12,0,0,0
7,SWA,DEN,ABQ,8:58,Out,13,0,0,0
7,SWA,DEN,SNA,9:00,Out,14,0,0,0
7,SWA,MSP,DEN,9:04,In,13,0,0,0
7,SWA,DEN,PHX,9:11,Out,14,1,0,0
7,SWA,DEN,MCI,9:13,Out,15,73,70,70
7,SWA,SFO,DEN,9:18,In,14,0,0,0
7,SWA,LAX,DEN,9:19,In,13,13,0,0
7,SWA,PVD,DEN,9:20,In,12,2,10,0
7,SWA,RNO,DEN,9:21,In,11,1,0,0
7,SWA,GEG,DEN,9:23,In,10,0,0,0
7,SWA,DEN,MKE,9:28,Out,11,13,0,0
7,SWA,DEN,SJC,9:28,Out,12,8,2,0
7,SWA,SEA,DEN,9:28,In,11,1,0,0
7,SWA,ONT,DEN,9:30,In,10,0,0,0
7,SWA,DEN,STL,9:31,Out,11,1,0,0
7,SWA,SMF,DEN,9:31,In,10,4,0,0
7,SWA,OAK,DEN,9:32,In,9,3,0,0
7,SWA,LAS,DEN,9:42,In,8,4,0,0
7,SWA,MDW,DEN,9:42,In,7,0,17,0
7,SWA,PDX,DEN,9:42,In,6,17,7,0
7,SWA,TUL,DEN,9:45,In,5,0,0,0
7,SWA,DEN,MDW,9:53,Out,6,13,7,0
7,SWA,DEN,PHX,9:55,Out,7,5,0,0
7,SWA,SJC,DEN,10:02,In,6,2,0,0
7,SWA,DEN,BWI,10:04,Out,7,0,6,0
7,SWA,DEN,AMA,10:13,Out,8,0,0,0
7,SWA,LGA,DEN,10:14,In,7,5,19,0
7,SWA,DEN,DTW,10:15,Out,8,0,4,0
7,SWA,DEN,IAD,10:15,Out,9,10,9,0
7,SWA,DEN,IND,10:16,Out,10,1,0,0
7,SWA,DEN,OMA,10:16,Out,11,1,4,0
7,SWA,ABQ,DEN,10:18,In,10,0,0,0
7,SWA,DEN,SFO,10:19,Out,11,114,107,0
7,SWA,DEN,MSP,10:20,Out,12,5,0,0
7,SWA,DEN,BOS,10:23,Out,13,0,0,0
7,SWA,DEN,FLL,10:24,Out,14,19,30,2
7,SWA,BWI,DEN,10:28,In,13,8,13,0
7,SWA,DEN,MSY,10:28,Out,14,13,16,13
7,SWA,DEN,PHL,10:30,Out,15,10,0,0
7,SWA,SAN,DEN,10:32,In,14,0,0,0
7,SWA,SNA,DEN,10:38,In,13,1,0,0
7,SWA,DEN,EWR,10:45,Out,14,15,19,15
7,SWA,PHX,DEN,10:45,In,13,1,0,0
7,SWA,EWR,DEN,10:47,In,12,35,62,0
7,SWA,MCI,DEN,10:50,In,11,2,0,0
7,SWA,DEN,TUL,10:53,Out,12,28,25,8
7,SWA,DEN,DAY,10:57,Out,13,0,0,0
7,SWA,DEN,BNA,10:58,Out,14,18,11,0
7,SWA,SAT,DEN,11:05,In,13,1,0,0
7,SWA,BOS,DEN,11:07,In,12,0,0,0
7,SWA,AMA,DEN,11:08,In,11,0,0,0
7,SWA,AUS,DEN,11:09,In,10,0,0,0
7,SWA,DEN,SLC,11:09,Out,11,9,0,0
7,SWA,SLC,DEN,11:09,In,10,0,0,0
7,SWA,DEN,HOU,11:10,Out,11,0,0,0
7,SWA,DEN,LGA,11:15,Out,12,0,0,0
7,SWA,LAS,DEN,11:19,In,11,0,0,0
7,SWA,JAX,DEN,11:24,In,10,0,0,0
7,SWA,DEN,LAX,11:27,Out,11,67,56,4
7,SWA,TPA,DEN,11:27,In,10,0,2,0
7,SWA,DEN,MCI,11:31,Out,11,1,0,0
7,SWA,DEN,TPA,11:32,Out,12,2,2,0
7,SWA,MSY,DEN,11:32,In,11,0,7,0
7,SWA,BUR,DEN,11:33,In,10,0,0,0
7,SWA,DEN,AUS,11:41,Out,11,6,0,0
7,SWA,FLL,DEN,11:41,In,10,2,16,0
7,SWA,PHX,DEN,11:43,In,9,0,0,0
7,SWA,DEN,LAS,11:49,Out,10,9,4,0
7,SWA,DEN,GEG,11:56,Out,11,11,0,0
7,SWA,DEN,ATL,11:57,Out,12,17,7,0
7,SWA,DEN,RDU,11:59,Out,13,4,1,0
7,SWA,MDW,DEN,12:01,In,12,15,91,0
7,SWA,SAN,DEN,12:08,In,11,10,0,0
7,SWA,DEN,OAK,12:09,Out,12,9,0,0
7,SWA,DEN,LAX,12:10,Out,13,0,4,0
7,SWA,DEN,RNO,12:10,Out,14,5,1,0
7,SWA,DEN,SJC,12:11,Out,15,6,0,0
7,SWA,DEN,OKC,12:14,Out,16,4,0,0
7,SWA,LAX,DEN,12:18,In,15,11,3,0
7,SWA,LAS,DEN,12:26,In,14,3,0,0
7,SWA,MCO,DEN,12:26,In,13,65,61,61
7,SWA,DEN,PDX,12:30,Out,14,25,17,16
7,SWA,DEN,SAT,12:30,Out,15,0,0,0
7,SWA,TUS,DEN,12:34,In,14,2,9,0
7,SWA,PHX,DEN,12:37,In,13,0,0,0
7,SWA,DEN,SAN,12:40,Out,14,90,83,0
7,SWA,DEN,SLC,12:47,Out,15,42,29,18
7,SWA,SLC,DEN,12:50,In,14,6,0,0
7,SWA,OKC,DEN,12:53,In,13,0,13,0
7,SWA,DEN,MDW,12:54,Out,14,9,0,0
7,SWA,DEN,SMF,13:01,Out,15,56,40,0
7,SWA,DEN,PHL,13:05,Out,16,0,0,0
7,SWA,DEN,MSP,13:07,Out,17,17,0,0
7,SWA,TUL,DEN,13:13,In,16,0,0,0
7,SWA,DEN,HOU,13:23,Out,17,0,0,0
7,SWA,LAS,DEN,13:24,In,16,9,0,0
7,SWA,DEN,SNA,13:29,Out,17,9,0,0
7,SWA,PDX,DEN,13:32,In,16,0,0,0
7,SWA,HOU,DEN,13:38,In,15,6,0,0
7,SWA,BNA,DEN,13:49,In,14,31,24,24
7,SWA,OAK,DEN,13:49,In,13,1,0,0
7,SWA,PHL,DEN,13:54,In,12,0,0,0
7,SWA,SNA,DEN,13:54,In,11,5,0,0
7,SWA,CAK,DEN,14:02,In,10,80,77,0
7,SWA,MDW,DEN,14:04,In,9,141,134,0
7,SWA,SJC,DEN,14:07,In,8,0,0,0
7,SWA,LAX,DEN,14:18,In,7,3,3,0
7,SWA,DEN,ABQ,14:19,Out,8,0,0,0
7,SWA,DEN,PHX,14:22,Out,9,22,18,18
7,SWA,DEN,SFO,14:22,Out,10,7,0,0
7,SWA,DEN,LAS,14:24,Out,11,4,0,0
7,SWA,SEA,DEN,14:30,In,10,7,0,0
7,SWA,IND,DEN,14:39,In,9,24,34,5
7,SWA,PHX,DEN,14:42,In,8,2,12,0
7,SWA,DEN,CAK,14:44,Out,9,84,73,6
7,SWA,EWR,DEN,14:46,In,8,13,11,0
7,SWA,DEN,TUS,14:47,Out,9,147,139,12
7,SWA,DEN,LAX,14:49,Out,10,49,53,25
7,SWA,BOI,DEN,14:51,In,9,0,0,0
7,SWA,BDL,DEN,14:54,In,8,5,14,0
7,SWA,MKE,DEN,14:54,In,7,0,19,0
7,SWA,DEN,SLC,14:57,Out,8,22,18,18
7,SWA,LAX,DEN,14:57,In,7,79,92,77
7,SWA,BWI,DEN,15:00,In,6,51,55,3
7,SWA,DEN,AMA,15:02,Out,7,7,0,0
7,SWA,SLC,DEN,15:03,In,6,0,8,0
7,SWA,MSP,DEN,15:08,In,5,0,3,0
7,SWA,SFO,DEN,15:10,In,4,73,80,0
7,SWA,DEN,AUS,15:13,Out,5,43,27,27
7,SWA,STL,DEN,15:17,In,4,161,152,0
7,SWA,DEN,PDX,15:20,Out,5,45,41,10
7,SWA,DEN,MSY,15:22,Out,6,27,14,0
7,SWA,SAT,DEN,15:24,In,5,32,24,5
7,SWA,DEN,MSP,15:27,Out,6,2,0,0
7,SWA,OMA,DEN,15:27,In,5,37,47,4
7,SWA,MCI,DEN,15:28,In,4,9,3,0
7,SWA,DEN,STL,15:31,Out,5,26,19,10
7,SWA,DEN,MKE,15:36,Out,6,26,9,0
7,SWA,DEN,TUL,15:36,Out,7,91,87,0
7,SWA,DEN,OMA,15:41,Out,8,76,66,0
7,SWA,DEN,SAN,15:41,Out,9,66,56,9
7,SWA,PDX,DEN,15:43,In,8,0,0,0
7,SWA,DEN,BWI,15:48,Out,9,8,0,0
7,SWA,DEN,LAS,15:48,Out,10,3,14,0
7,SWA,LAS,DEN,15:48,In,9,5,3,0
7,SWA,MDW,DEN,15:48,In,8,32,33,0
7,SWA,DEN,BNA,15:50,Out,9,70,67,67
7,SWA,MCO,DEN,15:54,In,8,4,14,0
7,SWA,DEN,SEA,15:57,Out,9,152,141,0
7,SWA,HOU,DEN,15:58,In,8,5,0,0
7,SWA,SEA,DEN,15:58,In,7,2,0,0
7,SWA,DEN,MCO,16:05,Out,8,40,25,0
7,SWA,DEN,SNA,16:06,Out,9,11,0,0
7,SWA,DEN,MCI,16:08,Out,10,8,0,0
7,SWA,ATL,DEN,16:10,In,9,0,0,0
7,SWA,DEN,LAX,16:12,Out,10,42,28,12
7,SWA,LGA,DEN,16:18,In,9,55,48,8
7,SWA,SNA,DEN,16:20,In,8,3,15,0
7,SWA,BNA,DEN,16:21,In,7,13,0,0
7,SWA,PHX,DEN,16:23,In,6,8,0,0
7,SWA,DEN,OAK,16:25,Out,7,10,0,0
7,SWA,DEN,PHX,16:28,Out,8,38,31,4
7,SWA,SMF,DEN,16:38,In,7,5,0,0
7,SWA,DEN,LAS,16:39,Out,8,0,4,0
7,SWA,DEN,OKC,16:41,Out,9,16,9,0
7,SWA,SAN,DEN,16:45,In,8,20,20,0
7,SWA,DEN,ATL,16:48,Out,9,0,0,0
7,SWA,RNO,DEN,16:50,In,8,6,5,0
7,SWA,AMA,DEN,16:51,In,7,1,0,0
7,SWA,GEG,DEN,16:52,In,6,3,7,0
7,SWA,DEN,SFO,16:56,Out,7,1,0,0
7,SWA,DEN,SEA,17:00,Out,8,60,48,10
7,SWA,DEN,LGA,17:01,Out,9,16,0,0
7,SWA,SLC,DEN,17:01,In,8,3,16,0
7,SWA,DAY,DEN,17:05,In,7,0,0,0
7,SWA,SJC,DEN,17:06,In,6,4,21,0
7,SWA,DEN,MDW,17:07,Out,7,42,33,22
7,SWA,DEN,HOU,17:26,Out,8,51,42,42
7,SWA,AUS,DEN,17:30,In,7,4,5,0
7,SWA,DEN,JAX,17:32,Out,8,7,5,0
7,SWA,DEN,SLC,17:37,Out,9,2,0,0
7,SWA,MKE,DEN,17:37,In,8,0,2,0
7,SWA,OAK,DEN,17:39,In,7,4,0,0
7,SWA,OAK,DEN,17:48,In,6,33,63,22
7,SWA,DEN,PVD,17:59,Out,7,49,32,32
7,SWA,PDX,DEN,17:59,In,6,29,14,0
7,SWA,DEN,FLL,18:01,Out,7,36,27,15
7,SWA,DEN,MDW,18:02,Out,8,37,35,16
7,SWA,DEN,MCO,18:03,Out,9,38,32,32
7,SWA,DEN,TPA,18:04,Out,10,39,34,28
7,SWA,DEN,CMH,18:05,Out,11,40,39,19
7,SWA,SFO,DEN,18:05,In,10,0,0,0
7,SWA,BUR,DEN,18:10,In,9,0,5,0
7,SWA,SLC,DEN,18:10,In,8,2,5,0
7,SWA,ABQ,DEN,18:11,In,7,0,6,0
7,SWA,RDU,DEN,18:12,In,6,0,2,0
7,SWA,DEN,IAD,18:13,Out,7,18,9,0
7,SWA,SAN,DEN,18:26,In,6,15,21,14
7,SWA,IAD,DEN,18:30,In,5,18,20,9
7,SWA,DEN,BDL,18:32,Out,6,62,42,0
7,SWA,ONT,DEN,18:34,In,5,26,29,0
7,SWA,LAX,DEN,18:45,In,4,22,40,16
7,SWA,SEA,DEN,18:52,In,3,36,47,0
7,SWA,BOS,DEN,18:57,In,2,96,107,7
7,SWA,DEN,MCI,18:57,Out,3,12,6,0
7,SWA,TUS,DEN,18:57,In,2,143,147,4
7,SWA,BWI,DEN,18:58,In,1,66,73,8
7,SWA,ATL,DEN,19:00,In,0,32,40,25
7,SWA,TUL,DEN,19:06,In,-1,2,21,0
7,SWA,DEN,BOS,19:08,Out,0,38,21,20
7,SWA,DEN,STL,19:11,Out,1,26,24,19
7,SWA,OKC,DEN,19:15,In,0,1,20,0
7,SWA,DEN,OMA,19:17,Out,1,32,29,24
7,SWA,DEN,DTW,19:18,Out,2,33,21,2
7,SWA,DEN,PHL,19:18,Out,3,28,16,16
7,SWA,DEN,MKE,19:19,Out,4,34,14,0
7,SWA,FLL,DEN,19:23,In,3,0,8,0
7,SWA,DEN,IND,19:26,Out,4,36,26,0
7,SWA,STL,DEN,19:29,In,3,123,139,0
7,SWA,LAS,DEN,19:30,In,2,17,5,0
7,SWA,DEN,SAN,19:32,Out,3,152,140,5
7,SWA,PHL,DEN,19:33,In,2,26,13,0
7,SWA,DEN,BWI,19:35,Out,3,60,55,55
7,SWA,DEN,SAT,19:35,Out,4,110,104,3
7,SWA,MDW,DEN,19:37,In,3,0,12,0
7,SWA,DEN,LAX,19:38,Out,4,78,60,4
7,SWA,EWR,DEN,19:41,In,3,17,31,0
7,SWA,PHX,DEN,19:42,In,2,26,62,22
7,SWA,DEN,SJC,19:44,Out,3,29,15,4
7,SWA,DEN,LAS,19:45,Out,4,55,40,38
7,SWA,DTW,DEN,19:48,In,3,0,0,0
7,SWA,TPA,DEN,19:50,In,2,18,35,0
7,SWA,LAX,DEN,19:51,In,1,28,16,10
7,SWA,MCI,DEN,19:52,In,0,13,2,0
7,SWA,SMF,DEN,19:52,In,-1,18,12,0
7,SWA,DEN,EWR,19:53,Out,0,83,65,54
7,SWA,IND,DEN,19:53,In,-1,6,3,0
7,SWA,DEN,ATL,19:57,Out,0,32,30,11
7,SWA,MSP,DEN,20:01,In,-1,0,0,0
7,SWA,MSY,DEN,20:03,In,-2,2,3,0
7,SWA,DEN,PDX,20:07,Out,-1,72,64,46
7,SWA,DEN,MSP,20:09,Out,0,4,2,0
7,SWA,BNA,DEN,20:17,In,-1,26,27,13
7,SWA,DEN,MDW,20:17,Out,0,62,51,0
7,SWA,DEN,MCI,20:19,Out,1,14,8,0
7,SWA,DEN,MDW,20:23,Out,2,13,5,0
7,SWA,DEN,BUR,20:25,Out,3,40,26,3
7,SWA,DEN,AUS,20:26,Out,4,16,9,0
7,SWA,AUS,DEN,20:33,In,3,53,38,3
7,SWA,STL,DEN,20:33,In,2,47,43,26
7,SWA,DEN,TUL,20:34,Out,3,14,13,0
7,SWA,MKE,DEN,20:34,In,2,6,4,0
7,SWA,MCO,DEN,20:45,In,1,62,50,2
7,SWA,DEN,SLC,20:48,Out,2,23,16,15
7,SWA,DEN,SNA,20:50,Out,3,30,19,16
7,SWA,OMA,DEN,20:55,In,2,34,25,4
7,SWA,MDW,DEN,20:57,In,1,181,167,85
7,SWA,LAS,DEN,20:59,In,0,27,9,0
7,SWA,DEN,OAK,21:04,Out,1,29,22,20
7,SWA,DEN,RNO,21:06,Out,2,41,30,0
7,SWA,DEN,LAX,21:09,Out,3,39,33,30
7,SWA,DEN,ONT,21:10,Out,4,45,40,40
7,SWA,DEN,SEA,21:10,Out,5,45,43,17
7,SWA,DEN,SAN,21:12,Out,6,47,38,7
7,SWA,MDW,DEN,21:12,In,5,19,17,12
7,SWA,MDW,DEN,21:15,In,4,58,50,50
7,SWA,MCI,DEN,21:19,In,3,152,144,0
7,SWA,DEN,SMF,21:20,Out,4,15,3,0
7,SWA,DEN,ABQ,21:30,Out,5,65,56,13
7,SWA,BWI,DEN,21:32,In,4,22,12,0
7,SWA,LAS,DEN,21:35,In,3,2,0,0
7,SWA,DEN,BOI,21:40,Out,4,35,32,9
7,SWA,HOU,DEN,21:43,In,3,21,13,0
7,SWA,DEN,SFO,21:47,Out,4,22,11,0
7,SWA,SNA,DEN,21:50,In,3,31,25,9
7,SWA,DEN,LAS,21:56,Out,4,51,46,1
7,SWA,DEN,PHX,22:04,Out,5,9,2,0
7,SWA,SAN,DEN,22:12,In,4,63,62,0
7,SWA,LAX,DEN,22:23,In,3,17,13,0
7,SWA,LAS,DEN,22:26,In,2,15,6,0
7,SWA,PHX,DEN,22:39,In,1,20,24,1
7,SWA,SJC,DEN,22:42,In,0,45,42,0
7,SWA,SFO,DEN,22:46,In,-1,115,111,0
7,SWA,PHX,DEN,22:49,In,-2,137,139,4
7,SWA,ATL,DEN,22:56,In,-3,12,28,12
7,SWA,DEN,GEG,22:57,Out,-2,77,77,15
7,SWA,DEN,TUS,23:09,Out,-1,104,100,0
7,SWA,DEN,PHX,23:14,Out,0,129,128,0
8,UAL,SAN,DEN,0:04,In,0,328,329,0
8,UAL,SEA,DEN,0:17,In,0,339,320,13
8,UAL,PDX,DEN,0:42,In,0,226,216,20
8,UAL,ORD,DEN,1:02,In,0,45,34,34
8,UAL,DEN,IAH,1:04,Out,1,312,298,0
8,UAL,DEN,SEA,1:31,Out,2,210,201,0
8,UAL,DEN,IAH,5:41,Out,3,0,0,0
8,UAL,DEN,ORD,5:41,Out,4,0,13,0
8,UAL,DEN,EWR,5:49,Out,5,1,18,0
8,UAL,DEN,SFO,5:51,Out,6,0,0,0
8,UAL,DEN,IAD,6:10,Out,7,0,4,0
8,UAL,COS,DEN,6:40,In,6,0,0,0
8,UAL,DSM,DEN,6:42,In,5,0,0,0
8,UAL,LNK,DEN,6:43,In,4,0,0,0
8,UAL,RAP,DEN,6:46,In,3,0,0,0
8,UAL,OMA,DEN,6:47,In,2,0,0,0
8,UAL,OKC,DEN,6:47,In,1,0,0,0
8,UAL,CPR,DEN,6:50,In,0,0,0,0
8,UAL,STL,DEN,6:52,In,-1,0,0,0
8,UAL,COS,DEN,6:53,In,-2,0,0,0
8,UAL,MOT,DEN,6:54,In,-3,0,0,0
8,UAL,DFW,DEN,6:54,In,-4,0,0,0
8,UAL,BIS,DEN,6:56,In,-5,0,0,0
8,UAL,ICT,DEN,6:57,In,-6,0,0,0
8,UAL,AMA,DEN,6:58,In,-7,0,0,0
8,UAL,DEN,IAH,6:59,Out,-6,0,0,0
8,UAL,FSD,DEN,7:01,In,-7,0,0,0
8,UAL,GJT,DEN,7:01,In,-8,0,0,0
8,UAL,CMH,DEN,7:01,In,-9,0,0,0
8,UAL,DAY,DEN,7:03,In,-10,0,0,0
8,UAL,DEN,MCI,7:03,Out,-9,3,4,0
8,UAL,HDN,DEN,7:04,In,-10,0,0,0
8,UAL,BIL,DEN,7:07,In,-11,0,0,0
8,UAL,FAR,DEN,7:11,In,-12,2,0,0
8,UAL,MCI,DEN,7:13,In,-13,0,0,0
8,UAL,ABQ,DEN,7:14,In,-14,0,0,0
8,UAL,IDA,DEN,7:17,In,-15,0,0,0
8,UAL,IAH,DEN,7:22,In,-16,0,18,0
8,UAL,FSD,DEN,7:23,In,-17,0,0,0
8,UAL,FAI,DEN,7:23,In,-18,37,11,0
8,UAL,ORD,DEN,7:25,In,-19,0,5,0
8,UAL,MTJ,DEN,7:26,In,-20,0,0,0
8,UAL,MAF,DEN,7:28,In,-21,0,2,0
8,UAL,GTF,DEN,7:29,In,-22,0,0,0
8,UAL,TUL,DEN,7:30,In,-23,14,23,0
8,UAL,COD,DEN,7:30,In,-24,2,0,0
8,UAL,ICT,DEN,7:35,In,-25,6,6,0
8,UAL,ANC,DEN,7:35,In,-26,36,33,10
8,UAL,DEN,TUL,7:36,Out,-25,0,0,0
8,UAL,FSD,DEN,7:37,In,-26,1,2,0
8,UAL,MSO,DEN,7:37,In,-27,0,0,0
8,UAL,RAP,DEN,7:45,In,-28,0,0,0
8,UAL,COS,DEN,7:45,In,-29,6,8,0
8,UAL,DEN,BOS,7:45,Out,-28,0,0,0
8,UAL,ASE,DEN,7:46,In,-29,0,0,0
8,UAL,HNL,DEN,7:48,In,-30,7,4,0
8,UAL,DEN,PDX,7:49,Out,-29,0,0,0
8,UAL,DEN,IDA,7:52,Out,-28,0,0,0
8,UAL,DRO,DEN,7:54,In,-29,0,0,0
8,UAL,DEN,RAP,7:55,Out,-28,17,6,0
8,UAL,DEN,BZN,7:55,Out,-27,0,0,0
8,UAL,DEN,MFR,7:55,Out,-26,0,0,0
8,UAL,DEN,JAC,7:56,Out,-25,0,0,0
8,UAL,DEN,DFW,7:56,Out,-24,0,12,0
8,UAL,DEN,LAS,7:56,Out,-23,0,0,0
8,UAL,DEN,MCI,7:56,Out,-22,1,0,0
8,UAL,DEN,MCO,7:57,Out,-21,6,0,0
8,UAL,DEN,OKC,7:59,Out,-20,3,0,0
8,UAL,DEN,FAT,7:59,Out,-19,4,0,0
8,UAL,DEN,GJT,7:59,Out,-18,0,0,0
8,UAL,DEN,CPR,8:01,Out,-17,0,0,0
8,UAL,DEN,MSO,8:01,Out,-16,14,15,14
8,UAL,DEN,SAT,8:04,Out,-15,0,0,0
8,UAL,DEN,ICT,8:05,Out,-14,0,0,0
8,UAL,DEN,COS,8:05,Out,-13,0,0,0
